Striped Warp Reduction,GH200,3d_27pt,64,64,64,6859000,WAXPBY,vanilla_version
0.014464
0.010112
0.009536
0.009696
0.009536
0.009472
0.009472
0.009472
0.009536
0.009536
0.009632
0.009568
0.009568
0.009408
0.009664
0.009408
0.009376
0.009536
0.009568
0.009632
0.009504
0.009376
0.009408
0.009312
0.0096
